stationary_mission_id,disp_group,category_icon,description,mission_condition,condition_value_1,condition_value_2,condition_value_3,condition_num,mission_reward_id,system_id,start_time,end_time
21001032,20,201,"通关主线关卡3-10 (普通)吧",1001,11003010,0,0,1,21001002,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001033,20,201,"通关主线关卡3-11 (普通)吧",1001,11003011,0,0,1,21001002,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001034,20,201,"通关主线关卡3-12 (普通)吧",1001,11003012,0,0,1,21001002,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001035,20,201,"通关主线关卡4-1 (普通)吧",1001,11004001,0,0,1,21001002,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001036,20,201,"通关主线关卡4-2 (普通)吧",1001,11004002,0,0,1,21001002,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001037,20,201,"通关主线关卡4-3 (普通)吧",1001,11004003,0,0,1,21001002,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001038,20,201,"通关主线关卡4-4 (普通)吧",1001,11004004,0,0,1,21001002,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001039,20,201,"通关主线关卡4-5 (普通)吧",1001,11004005,0,0,1,21001002,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001040,20,201,"通关主线关卡4-6 (普通)吧",1001,11004006,0,0,1,21001002,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001041,20,201,"通关主线关卡4-7 (普通)吧",1001,11004007,0,0,1,21001002,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001042,20,201,"通关主线关卡4-8 (普通)吧",1001,11004008,0,0,1,21001002,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001043,20,201,"通关主线关卡4-9 (普通)吧",1001,11004009,0,0,1,21001002,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001044,20,201,"通关主线关卡4-10 (普通)吧",1001,11004010,0,0,1,21001002,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001045,20,201,"通关主线关卡4-11 (普通)吧",1001,11004011,0,0,1,21001002,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001046,20,201,"通关主线关卡4-12 (普通)吧",1001,11004012,0,0,1,21001002,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001047,20,201,"通关主线关卡4-13 (普通)吧",1001,11004013,0,0,1,21001002,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001048,20,201,"通关主线关卡5-1 (普通)吧",1001,11005001,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001049,20,201,"通关主线关卡5-2 (普通)吧",1001,11005002,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001050,20,201,"通关主线关卡5-3 (普通)吧",1001,11005003,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001051,20,201,"通关主线关卡5-4 (普通)吧",1001,11005004,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001052,20,201,"通关主线关卡5-5 (普通)吧",1001,11005005,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001053,20,201,"通关主线关卡5-6 (普通)吧",1001,11005006,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001054,20,201,"通关主线关卡5-7 (普通)吧",1001,11005007,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001055,20,201,"通关主线关卡5-8 (普通)吧",1001,11005008,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001056,20,201,"通关主线关卡5-9 (普通)吧",1001,11005009,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001057,20,201,"通关主线关卡5-10 (普通)吧",1001,11005010,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001058,20,201,"通关主线关卡5-11 (普通)吧",1001,11005011,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001059,20,201,"通关主线关卡5-12 (普通)吧",1001,11005012,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001060,20,201,"通关主线关卡5-13 (普通)吧",1001,11005013,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001061,20,201,"通关主线关卡6-1 (普通)吧",1001,11006001,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001062,20,201,"通关主线关卡6-2 (普通)吧",1001,11006002,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001063,20,201,"通关主线关卡6-3 (普通)吧",1001,11006003,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001064,20,201,"通关主线关卡6-4 (普通)吧",1001,11006004,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001065,20,201,"通关主线关卡6-5 (普通)吧",1001,11006005,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001066,20,201,"通关主线关卡6-6 (普通)吧",1001,11006006,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001067,20,201,"通关主线关卡6-7 (普通)吧",1001,11006007,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001068,20,201,"通关主线关卡6-8 (普通)吧",1001,11006008,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001069,20,201,"通关主线关卡6-9 (普通)吧",1001,11006009,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001070,20,201,"通关主线关卡6-10 (普通)吧",1001,11006010,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001071,20,201,"通关主线关卡6-11 (普通)吧",1001,11006011,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001072,20,201,"通关主线关卡6-12 (普通)吧",1001,11006012,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001073,20,201,"通关主线关卡6-13 (普通)吧",1001,11006013,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001074,20,201,"通关主线关卡6-14 (普通)吧",1001,11006014,0,0,1,21001003,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001075,20,201,"通关主线关卡7-1 (普通)吧",1001,11007001,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001076,20,201,"通关主线关卡7-2 (普通)吧",1001,11007002,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001077,20,201,"通关主线关卡7-3 (普通)吧",1001,11007003,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001078,20,201,"通关主线关卡7-4 (普通)吧",1001,11007004,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001079,20,201,"通关主线关卡7-5 (普通)吧",1001,11007005,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001080,20,201,"通关主线关卡7-6 (普通)吧",1001,11007006,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001081,20,201,"通关主线关卡7-7 (普通)吧",1001,11007007,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001082,20,201,"通关主线关卡7-8 (普通)吧",1001,11007008,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001083,20,201,"通关主线关卡7-9 (普通)吧",1001,11007009,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001084,20,201,"通关主线关卡7-10 (普通)吧",1001,11007010,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001085,20,201,"通关主线关卡7-11 (普通)吧",1001,11007011,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001086,20,201,"通关主线关卡7-12 (普通)吧",1001,11007012,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001087,20,201,"通关主线关卡7-13 (普通)吧",1001,11007013,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001088,20,201,"通关主线关卡7-14 (普通)吧",1001,11007014,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001089,20,201,"通关主线关卡8-1 (普通)吧",1001,11008001,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001090,20,201,"通关主线关卡8-2 (普通)吧",1001,11008002,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001091,20,201,"通关主线关卡8-3 (普通)吧",1001,11008003,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001092,20,201,"通关主线关卡8-4 (普通)吧",1001,11008004,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001093,20,201,"通关主线关卡8-5 (普通)吧",1001,11008005,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001094,20,201,"通关主线关卡8-6 (普通)吧",1001,11008006,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001095,20,201,"通关主线关卡8-7 (普通)吧",1001,11008007,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001096,20,201,"通关主线关卡8-8 (普通)吧",1001,11008008,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001097,20,201,"通关主线关卡8-9 (普通)吧",1001,11008009,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001098,20,201,"通关主线关卡8-10 (普通)吧",1001,11008010,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001099,20,201,"通关主线关卡8-11 (普通)吧",1001,11008011,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001100,20,201,"通关主线关卡8-12 (普通)吧",1001,11008012,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001101,20,201,"通关主线关卡8-13 (普通)吧",1001,11008013,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001102,20,201,"通关主线关卡8-14 (普通)吧",1001,11008014,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001103,20,201,"通关主线关卡8-15 (普通)吧",1001,11008015,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001104,20,201,"通关主线关卡9-1 (普通)吧",1001,11009001,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001105,20,201,"通关主线关卡9-2 (普通)吧",1001,11009002,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001106,20,201,"通关主线关卡9-3 (普通)吧",1001,11009003,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001107,20,201,"通关主线关卡9-4 (普通)吧",1001,11009004,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001108,20,201,"通关主线关卡9-5 (普通)吧",1001,11009005,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001109,20,201,"通关主线关卡9-6 (普通)吧",1001,11009006,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001110,20,201,"通关主线关卡9-7 (普通)吧",1001,11009007,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001111,20,201,"通关主线关卡9-8 (普通)吧",1001,11009008,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001112,20,201,"通关主线关卡9-9 (普通)吧",1001,11009009,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001113,20,201,"通关主线关卡9-10 (普通)吧",1001,11009010,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001114,20,201,"通关主线关卡9-11 (普通)吧",1001,11009011,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001115,20,201,"通关主线关卡9-12 (普通)吧",1001,11009012,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001116,20,201,"通关主线关卡9-13 (普通)吧",1001,11009013,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001117,20,201,"通关主线关卡9-14 (普通)吧",1001,11009014,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001118,20,201,"通关主线关卡9-15 (普通)吧",1001,11009015,0,0,1,21001004,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21001119,20,201,"通关主线关卡10-1 (普通)吧",1001,11010001,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21001120,20,201,"通关主线关卡10-2 (普通)吧",1001,11010002,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21001121,20,201,"通关主线关卡10-3 (普通)吧",1001,11010003,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21001122,20,201,"通关主线关卡10-4 (普通)吧",1001,11010004,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21001123,20,201,"通关主线关卡10-5 (普通)吧",1001,11010005,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21001124,20,201,"通关主线关卡10-6 (普通)吧",1001,11010006,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21001125,20,201,"通关主线关卡10-7 (普通)吧",1001,11010007,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21001126,20,201,"通关主线关卡10-8 (普通)吧",1001,11010008,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21001127,20,201,"通关主线关卡10-9 (普通)吧",1001,11010009,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21001128,20,201,"通关主线关卡10-10 (普通)吧",1001,11010010,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21001129,20,201,"通关主线关卡10-11 (普通)吧",1001,11010011,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21001130,20,201,"通关主线关卡10-12 (普通)吧",1001,11010012,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21001131,20,201,"通关主线关卡10-13 (普通)吧",1001,11010013,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21001132,20,201,"通关主线关卡10-14 (普通)吧",1001,11010014,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21001133,20,201,"通关主线关卡10-15 (普通)吧",1001,11010015,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21001134,20,201,"通关主线关卡10-16 (普通)吧",1001,11010016,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21001135,20,201,"通关主线关卡10-17 (普通)吧",1001,11010017,0,0,1,21001004,101,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21002001,30,201,"通关主线关卡1-1 (困难)吧",1003,12001001,0,0,1,21002001,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002002,30,201,"通关主线关卡1-2 (困难)吧",1003,12001002,0,0,1,21002001,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002003,30,201,"通关主线关卡1-3 (困难)吧",1003,12001003,0,0,1,21002001,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002004,30,201,"通关主线关卡2-1 (困难)吧",1003,12002001,0,0,1,21002002,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002005,30,201,"通关主线关卡2-2 (困难)吧",1003,12002002,0,0,1,21002002,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002006,30,201,"通关主线关卡2-3 (困难)吧",1003,12002003,0,0,1,21002002,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002007,30,201,"通关主线关卡3-1 (困难)吧",1003,12003001,0,0,1,21002002,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002008,30,201,"通关主线关卡3-2 (困难)吧",1003,12003002,0,0,1,21002002,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002009,30,201,"通关主线关卡3-3 (困难)吧",1003,12003003,0,0,1,21002002,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002010,30,201,"通关主线关卡4-1 (困难)吧",1003,12004001,0,0,1,21002003,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002011,30,201,"通关主线关卡4-2 (困难)吧",1003,12004002,0,0,1,21002003,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002012,30,201,"通关主线关卡4-3 (困难)吧",1003,12004003,0,0,1,21002003,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002013,30,201,"通关主线关卡5-1 (困难)吧",1003,12005001,0,0,1,21002003,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002014,30,201,"通关主线关卡5-2 (困难)吧",1003,12005002,0,0,1,21002003,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002015,30,201,"通关主线关卡5-3 (困难)吧",1003,12005003,0,0,1,21002003,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002016,30,201,"通关主线关卡6-1 (困难)吧",1003,12006001,0,0,1,21002004,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002017,30,201,"通关主线关卡6-2 (困难)吧",1003,12006002,0,0,1,21002004,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002018,30,201,"通关主线关卡6-3 (困难)吧",1003,12006003,0,0,1,21002004,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002019,30,201,"通关主线关卡7-1 (困难)吧",1003,12007001,0,0,1,21002004,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002020,30,201,"通关主线关卡7-2 (困难)吧",1003,12007002,0,0,1,21002004,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002021,30,201,"通关主线关卡7-3 (困难)吧",1003,12007003,0,0,1,21002004,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002022,30,201,"通关主线关卡8-1 (困难)吧",1003,12008001,0,0,1,21002004,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002023,30,201,"通关主线关卡8-2 (困难)吧",1003,12008002,0,0,1,21002004,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002024,30,201,"通关主线关卡8-3 (困难)吧",1003,12008003,0,0,1,21002004,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002025,30,201,"通关主线关卡9-1 (困难)吧",1003,12009001,0,0,1,21002004,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002026,30,201,"通关主线关卡9-2 (困难)吧",1003,12009002,0,0,1,21002004,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002027,30,201,"通关主线关卡9-3 (困难)吧",1003,12009003,0,0,1,21002004,102,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21002028,30,201,"通关主线关卡10-1 (困难)吧",1003,12010001,0,0,1,21002004,102,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21002029,30,201,"通关主线关卡10-2 (困难)吧",1003,12010002,0,0,1,21002004,102,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21002030,30,201,"通关主线关卡10-3 (困难)吧",1003,12010003,0,0,1,21002004,102,"2020/05/25 15:00:00","2099/12/31 23:59:59"
21003001,40,102,"收集30个通关评级的☆吧",1002,0,0,0,30,21003001,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21003002,40,102,"收集60个通关评级的☆吧",1002,0,0,0,60,21003001,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21003003,40,102,"收集90个通关评级的☆吧",1002,0,0,0,90,21003001,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21003004,40,102,"收集120个通关评级的☆吧",1002,0,0,0,120,21003001,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21003005,40,102,"收集150个通关评级的☆吧",1002,0,0,0,150,21003001,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21003006,40,102,"收集180个通关评级的☆吧",1002,0,0,0,180,21003001,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21003007,40,102,"收集210个通关评级的☆吧",1002,0,0,0,210,21003001,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21003008,40,102,"收集240个通关评级的☆吧",1002,0,0,0,240,21003001,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21003009,40,102,"收集270个通关评级的☆吧",1002,0,0,0,270,21003001,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21003010,40,102,"收集300个通关评级的☆吧",1002,0,0,0,300,21003001,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21003011,40,102,"收集330个通关评级的☆吧",1002,0,0,0,330,21003001,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21003012,40,102,"收集360个通关评级的☆吧",1002,0,0,0,360,21003001,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21003013,40,102,"收集390个通关评级的☆吧",1002,0,0,0,390,21003001,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21003014,40,102,"收集420个通关评级的☆吧",1002,0,0,0,420,21003001,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21003015,40,102,"收集450个通关评级的☆吧",1002,0,0,0,450,21003001,101,"2020/01/01 0:00:00","2099/12/31 23:59:59"
21003016,40,102,"收集480个通关评级的☆吧",1002,0,0,0,480,21003001,101,"2020/05/15 11:00:00","2099/12/31 23:59:59"
21003017,40,102,"收集510个通关评级的☆吧",1002,0,0,0,510,21003001,101,"2020/05/15 11:00:00","2099/12/31 23:59:59"
21003018,40,102,"收集540个通关评级的☆吧",1002,0,0,0,540,21003001,101,"2020/05/15 11:00:00","2099/12/31 23:59:59"
21003019,40,102,"收集570个通关评级的☆吧",1002,0,0,0,570,21003001,101,"2020/05/15 11:00:00","2099/12/31 23:59:59"
21003020,40,102,"收集600个通关评级的☆吧",1002,0,0,0,600,21003001,101,"2020/05/15 11:00:00","2099/12/31 23:59:59"
21003021,40,102,"收集630个通关评级的☆吧",1002,0,0,0,630,21003001,101,"2020/05/15 11:00:00","2099/12/31 23:59:59"
21003022,40,102,"收集660个通关评级的☆吧",1002,0,0,0,660,21003001,101,"2020/05/15 11:00:00","2099/12/31 23:59:59"
21003023,40,102,"收集690个通关评级的☆吧",1002,0,0,0,690,21003001,101,"2020/05/15 11:00:00","2099/12/31 23:59:59"
21003024,40,102,"收集720个通关评级的☆吧",1002,0,0,0,720,21003001,101,"2020/05/15 11:00:00","2099/12/31 23:59:59"
